Instance,Terminal,Layer,X location,Y location,Voltage
_156_,VPWR,li1,25.7600,13.6000,1.799996
_155_,VPWR,li1,22.7700,13.6000,1.799996
_154_,VPWR,li1,17.4800,13.6000,1.799995
_153_,VPWR,li1,20.2400,13.6000,1.799996
_152_,VPWR,li1,16.7900,24.4800,1.799995
_151_,VPWR,li1,15.8700,19.0400,1.799997
_150_,VPWR,li1,12.4200,13.6000,1.799995
_149_,VPWR,li1,14.9500,13.6000,1.799995
_148_,VPWR,li1,12.1900,13.6000,1.799995
_147_,VPWR,li1,14.4900,24.4800,1.799995
_146_,VPWR,li1,11.9600,19.0400,1.799996
_145_,VPWR,li1,8.9700,24.4800,1.799995
_144_,VPWR,li1,14.9500,24.4800,1.799995
_143_,VPWR,li1,9.2000,19.0400,1.799996
_142_,VPWR,li1,9.2000,19.0400,1.799996
_141_,VPWR,li1,15.6400,40.8000,1.799997
_140_,VPWR,li1,8.2800,40.8000,1.799997
_139_,VPWR,li1,12.1900,35.3600,1.799998
_138_,VPWR,li1,8.9700,46.2400,1.799997
_137_,VPWR,li1,10.8100,40.8000,1.799997
_136_,VPWR,li1,11.9600,46.2400,1.799997
_135_,VPWR,li1,9.2000,46.2400,1.799997
_134_,VPWR,li1,14.2600,40.8000,1.799997
_133_,VPWR,li1,11.9600,46.2400,1.799997
_132_,VPWR,li1,41.1700,46.2400,1.799995
_131_,VPWR,li1,12.1900,51.6800,1.799996
_130_,VPWR,li1,16.7900,51.6800,1.799996
_129_,VPWR,li1,46.6900,13.6000,1.799993
_128_,VPWR,li1,45.3100,19.0400,1.799994
_127_,VPWR,li1,45.3100,24.4800,1.799993
_126_,VPWR,li1,45.3100,24.4800,1.799993
_125_,VPWR,li1,16.3300,35.3600,1.799999
_124_,VPWR,li1,18.6300,35.3600,1.799999
_123_,VPWR,li1,36.1100,35.3600,1.799998
_122_,VPWR,li1,37.9500,29.9200,1.799995
_121_,VPWR,li1,28.2900,13.6000,1.799995
_120_,VPWR,li1,33.3500,13.6000,1.799994
_119_,VPWR,li1,9.4300,13.6000,1.799995
_118_,VPWR,li1,9.8900,13.6000,1.799995
_117_,VPWR,li1,11.2700,19.0400,1.799996
_116_,VPWR,li1,10.8100,51.6800,1.799996
_115_,VPWR,li1,9.4300,51.6800,1.799996
_114_,VPWR,li1,8.0500,51.6800,1.799996
